hc,c_translator,3,3,cos_acc,0.745810055866
hc,c_translator,3,3,cos_acc,0.684065934066
hc,c_translator,3,3,cos_acc,0.552631578947
hc,c_translator,3,3,cos_acc,0.505952380952
hc,c_translator,3,3,cos_acc,0.579096045198
hc,c_translator,3,3,cos_acc,0.527220630372
hc,c_translator,3,3,cos_acc,0.612994350282
hc,c_translator,3,3,cos_acc,0.504043126685
ca,a_translator,3,3,cos_acc,0.815642458101
ca,a_translator,3,3,cos_acc,0.46978021978
ca,a_translator,3,3,cos_acc,0.80701754386
ca,a_translator,3,3,cos_acc,0.550595238095
ca,a_translator,3,3,cos_acc,0.641242937853
ca,a_translator,3,3,cos_acc,0.69340974212
ca,a_translator,3,3,cos_acc,0.593220338983
ca,a_translator,3,3,cos_acc,0.768194070081
ha,a_translator,3,3,cos_acc,0.745810055866
ha,a_translator,3,3,cos_acc,0.68956043956
ha,a_translator,3,3,cos_acc,0.549707602339
ha,a_translator,3,3,cos_acc,0.502976190476
ha,a_translator,3,3,cos_acc,0.562146892655
ha,a_translator,3,3,cos_acc,0.550143266476
ha,a_translator,3,3,cos_acc,0.607344632768
ha,a_translator,3,3,cos_acc,0.504043126685
hc,c_translator,3,1,cos_acc,0.659217877095
hc,c_translator,3,1,cos_acc,0.673076923077
hc,c_translator,3,1,cos_acc,0.53216374269
hc,c_translator,3,1,cos_acc,0.529761904762
hc,c_translator,3,1,cos_acc,0.584745762712
hc,c_translator,3,1,cos_acc,0.507163323782
hc,c_translator,3,1,cos_acc,0.576271186441
hc,c_translator,3,1,cos_acc,0.509433962264
ca,a_translator,3,1,cos_acc,0.779329608939
ca,a_translator,3,1,cos_acc,0.387362637363
ca,a_translator,3,1,cos_acc,0.798245614035
ca,a_translator,3,1,cos_acc,0.497023809524
ca,a_translator,3,1,cos_acc,0.618644067797
ca,a_translator,3,1,cos_acc,0.676217765043
ca,a_translator,3,1,cos_acc,0.618644067797
ca,a_translator,3,1,cos_acc,0.738544474394
ha,a_translator,3,1,cos_acc,0.701117318436
ha,a_translator,3,1,cos_acc,0.662087912088
ha,a_translator,3,1,cos_acc,0.538011695906
ha,a_translator,3,1,cos_acc,0.550595238095
ha,a_translator,3,1,cos_acc,0.559322033898
ha,a_translator,3,1,cos_acc,0.507163323782
ha,a_translator,3,1,cos_acc,0.567796610169
ha,a_translator,3,1,cos_acc,0.495956873315
hc,c_translator,3,1,cos_acc,0.365921787709
hc,c_translator,3,1,cos_acc,0.28021978022
hc,c_translator,3,1,cos_acc,0.388888888889
hc,c_translator,3,1,cos_acc,0.357142857143
hc,c_translator,3,1,cos_acc,0.446327683616
hc,c_translator,3,1,cos_acc,0.349570200573
hc,c_translator,3,1,cos_acc,0.358757062147
hc,c_translator,3,1,cos_acc,0.366576819407
ca,a_translator,3,1,cos_acc,0.240223463687
ca,a_translator,3,1,cos_acc,0.0879120879121
ca,a_translator,3,1,cos_acc,0.263157894737
ca,a_translator,3,1,cos_acc,0.324404761905
ca,a_translator,3,1,cos_acc,0.274011299435
ca,a_translator,3,1,cos_acc,0.312320916905
ca,a_translator,3,1,cos_acc,0.189265536723
ca,a_translator,3,1,cos_acc,0.264150943396
ha,a_translator,3,1,cos_acc,0.128491620112
ha,a_translator,3,1,cos_acc,0.211538461538
ha,a_translator,3,1,cos_acc,0.286549707602
ha,a_translator,3,1,cos_acc,0.107142857143
ha,a_translator,3,1,cos_acc,0.124293785311
ha,a_translator,3,1,cos_acc,0.143266475645
ha,a_translator,3,1,cos_acc,0.206214689266
ha,a_translator,3,1,cos_acc,0.0619946091644
hc,c_translator,3,3,cos_acc,0.424581005587
hc,c_translator,3,3,cos_acc,0.491758241758
hc,c_translator,3,3,cos_acc,0.359649122807
hc,c_translator,3,3,cos_acc,0.377976190476
hc,c_translator,3,3,cos_acc,0.497175141243
hc,c_translator,3,3,cos_acc,0.36676217765
hc,c_translator,3,3,cos_acc,0.446327683616
hc,c_translator,3,3,cos_acc,0.320754716981
ca,a_translator,3,3,cos_acc,0.27374301676
ca,a_translator,3,3,cos_acc,0.112637362637
ca,a_translator,3,3,cos_acc,0.260233918129
ca,a_translator,3,3,cos_acc,0.33630952381
ca,a_translator,3,3,cos_acc,0.21186440678
ca,a_translator,3,3,cos_acc,0.272206303725
ca,a_translator,3,3,cos_acc,0.237288135593
ca,a_translator,3,3,cos_acc,0.258760107817
ha,a_translator,3,3,cos_acc,0.212290502793
ha,a_translator,3,3,cos_acc,0.277472527473
ha,a_translator,3,3,cos_acc,0.318713450292
ha,a_translator,3,3,cos_acc,0.21130952381
ha,a_translator,3,3,cos_acc,0.245762711864
ha,a_translator,3,3,cos_acc,0.200573065903
ha,a_translator,3,3,cos_acc,0.237288135593
ha,a_translator,3,3,cos_acc,0.183288409704
